session_id,timestamp,user_id,original_language,target_language,speech_duration_sec,speech_speed_wpm,audio_clarity,visual_scene_type,lighting_condition,object_detected,translated_text_length_words,translation_accuracy_percent
978,2025-06-10 10:33:55,1108,Yoruba,Hausa,2.65,135.68,Moderate,Indoor,Dim,Text,35,82.93
979,2025-05-30 20:55:28,7161,Arabic,Hausa,7.42,178.85,Clear,Indoor,Bright,None,45,70.11
980,2025-02-24 02:22:21,7417,Hausa,Arabic,10.88,132.2,Clear,Outdoor,Artificial,None,26,90.07
981,2025-06-01 06:21:31,6619,Hausa,Yoruba,12.85,140.03,Clear,Indoor,Bright,Person,24,75.06
982,2025-01-20 13:31:55,4404,Yoruba,Arabic,5.41,106.54,Clear,Classroom,Bright,Person,5,74.05
983,2025-01-18 23:18:56,9556,Yoruba,Igbo,2.78,128.61,Moderate,Market,Dim,None,31,61.6
984,2025-02-25 09:36:27,2168,Igbo,English,6.54,100.75,Clear,Market,Natural,Sign,30,91.43
985,2025-01-26 22:29:41,1309,Arabic,English,12.21,80.64,Clear,Street,Dim,Obstacle,32,90.42
986,2025-04-05 08:27:21,4815,French,English,3.94,128.73,Clear,Street,Artificial,Text,22,80.52
987,2025-02-04 19:52:47,7207,English,Yoruba,14.38,173.52,Clear,Indoor,Dim,None,33,88.32
988,2025-02-07 05:16:59,2914,English,Igbo,10.04,147.44,Moderate,Outdoor,Natural,Person,34,68.18
989,2025-03-14 17:56:22,5124,Arabic,Hausa,7.47,131.06,Noisy,Classroom,Natural,Obstacle,19,96.42
990,2025-01-20 21:06:24,2083,Hausa,Igbo,10.69,130.13,Clear,Market,Natural,None,27,85.05
991,2025-01-30 05:54:17,5485,Yoruba,Igbo,6.29,165.3,Moderate,Indoor,Bright,Person,13,93.57
992,2025-01-10 04:33:24,4132,Igbo,English,4.05,82.5,Noisy,Outdoor,Dim,Person,38,68.62
993,2025-03-26 06:27:21,9884,English,Hausa,7.38,126.57,Moderate,Street,Dim,Sign,49,64.46
994,2025-04-26 08:05:49,3589,Arabic,Hausa,12.56,108.1,Noisy,Office,Dim,Sign,16,75.19
995,2025-04-10 00:34:06,4919,Yoruba,English,16.23,119.21,Clear,Outdoor,Dim,Text,15,82.74
996,2025-03-14 12:47:36,5018,Yoruba,Igbo,13.38,101.08,Clear,Classroom,Dim,Person,33,94.26
997,2025-01-13 07:02:05,4635,Hausa,English,16.87,172.74,Clear,Indoor,Artificial,Person,26,62.65
998,2025-03-30 02:16:59,3298,French,Hausa,1.36,162.69,Moderate,Street,Artificial,None,12,91.01
999,2025-01-17 20:26:21,2662,Yoruba,English,5.45,114.51,Noisy,Street,Natural,Text,25,98.46
1000,2025-04-23 06:14:25,8491,Igbo,Arabic,13.69,173.32,Noisy,Office,Natural,Person,32,83.89
1001,2025-06-09 00:44:27,2563,Igbo,Hausa,13.41,99.23,Moderate,Office,Natural,Text,32,93.92
1002,2025-01-21 14:37:52,6675,Yoruba,Igbo,19.0,168.49,Moderate,Office,Natural,Person,8,74.02
1003,2025-06-05 02:38:38,5093,Hausa,Yoruba,18.35,113.98,Moderate,Outdoor,Natural,Text,17,60.41
1004,2025-06-29 22:19:57,2097,English,Igbo,14.6,150.62,Noisy,Classroom,Dim,Sign,23,72.48
1005,2025-04-04 03:43:36,7245,Igbo,Yoruba,7.46,87.89,Noisy,Office,Artificial,Text,32,70.44
1006,2025-02-01 02:24:21,1678,French,Arabic,7.52,163.46,Moderate,Outdoor,Natural,Text,16,67.43
1007,2025-02-06 11:13:05,4365,Yoruba,Hausa,8.08,172.86,Noisy,Outdoor,Bright,None,48,66.6
1008,2025-01-08 07:16:06,7849,Hausa,French,5.56,151.01,Clear,Outdoor,Natural,Text,35,66.02
1009,2025-03-27 07:41:00,9523,Igbo,Hausa,19.39,124.67,Moderate,Office,Natural,Obstacle,38,67.58
1010,2025-05-17 11:23:15,3248,Yoruba,French,1.1,86.01,Clear,Office,Natural,Text,13,90.05
1011,2025-03-21 11:11:13,8095,French,Arabic,15.32,137.79,Noisy,Market,Dim,None,7,71.77
1012,2025-01-23 06:01:06,1085,Hausa,Yoruba,3.18,174.15,Moderate,Office,Natural,Obstacle,19,78.5
1013,2025-02-21 12:48:18,9163,Arabic,Igbo,17.43,104.95,Noisy,Outdoor,Bright,Obstacle,38,94.25
1014,2025-04-01 04:15:15,9288,French,English,7.78,155.75,Noisy,Indoor,Artificial,Sign,8,72.56
1015,2025-03-07 01:52:25,4727,Hausa,Arabic,14.13,107.16,Noisy,Street,Bright,Text,29,89.19
1016,2025-04-12 20:55:47,9315,Yoruba,Hausa,18.86,140.38,Clear,Street,Bright,Obstacle,24,93.24
1017,2025-02-09 07:09:45,5912,English,Hausa,3.28,153.49,Noisy,Outdoor,Natural,Sign,37,64.68
1018,2025-02-16 09:42:28,2615,French,Yoruba,13.96,174.99,Noisy,Indoor,Dim,Text,19,77.35
1019,2025-05-06 17:12:19,8822,French,Yoruba,4.12,91.66,Noisy,Office,Artificial,Obstacle,9,74.21
1020,2025-05-21 11:31:03,3805,Hausa,Yoruba,1.86,101.79,Moderate,Street,Bright,None,27,86.35
1021,2025-06-09 05:54:53,5874,French,Hausa,18.7,162.1,Clear,Street,Natural,Person,26,80.93
1022,2025-01-25 00:10:12,7302,Yoruba,Arabic,14.29,121.09,Noisy,Classroom,Natural,Obstacle,14,73.07
1023,2025-05-05 11:51:17,2489,Igbo,Hausa,1.21,162.66,Noisy,Classroom,Artificial,None,9,63.95
1024,2025-03-06 20:33:00,5646,Igbo,Hausa,2.44,116.15,Noisy,Office,Natural,Person,49,83.4
1025,2025-06-07 20:00:48,9036,Arabic,Yoruba,5.3,169.57,Clear,Market,Bright,Person,6,89.55
1026,2025-04-30 05:38:20,8139,Igbo,Hausa,1.62,145.87,Noisy,Outdoor,Bright,Sign,32,68.92
1027,2025-02-23 13:56:59,5279,Yoruba,Igbo,17.59,158.95,Noisy,Market,Artificial,Obstacle,12,71.85
1028,2025-02-20 10:31:59,3654,Arabic,Igbo,18.83,161.87,Moderate,Classroom,Natural,Sign,34,70.39
1029,2025-02-11 23:58:15,2397,Yoruba,Arabic,19.42,123.12,Moderate,Street,Natural,Sign,38,62.01
1030,2025-02-26 06:06:23,6308,Yoruba,Hausa,2.0,149.2,Clear,Indoor,Artificial,Sign,26,69.06
1031,2025-02-02 13:42:07,2227,Yoruba,English,12.67,105.29,Noisy,Market,Bright,Sign,46,74.37
1032,2025-05-13 20:56:16,4344,Hausa,Arabic,16.65,162.07,Moderate,Market,Artificial,None,42,95.84
1033,2025-04-13 01:58:34,2767,Yoruba,French,16.08,95.83,Noisy,Market,Natural,Obstacle,21,73.13
1034,2025-06-24 05:27:34,6957,Hausa,Igbo,4.97,88.47,Noisy,Street,Dim,Sign,21,74.33
1035,2025-01-09 01:48:34,4417,English,Arabic,18.34,136.57,Clear,Office,Artificial,Obstacle,18,75.24
1036,2025-05-28 01:20:54,1375,Yoruba,English,16.36,162.36,Clear,Street,Artificial,Person,31,91.26
1037,2025-01-24 08:44:29,3627,English,French,6.24,100.42,Clear,Indoor,Natural,Sign,10,87.17
1038,2025-04-27 04:29:31,6736,Arabic,Yoruba,2.45,122.08,Moderate,Indoor,Natural,Person,38,61.31
1039,2025-01-14 14:28:18,4879,English,Arabic,10.04,120.77,Moderate,Indoor,Dim,Obstacle,10,86.17
1040,2025-05-19 22:30:25,1128,Yoruba,Igbo,12.77,113.21,Moderate,Street,Dim,None,18,93.79
1041,2025-03-10 19:43:35,9609,Igbo,Yoruba,5.26,103.91,Noisy,Street,Artificial,Person,19,84.51
1042,2025-04-14 15:53:59,5085,Hausa,Arabic,18.83,146.18,Noisy,Classroom,Dim,Obstacle,21,85.93
1043,2025-03-28 03:16:10,2551,Igbo,Yoruba,5.4,148.14,Moderate,Office,Natural,Obstacle,48,92.59
1044,2025-02-25 19:04:33,9724,French,Arabic,12.62,117.35,Noisy,Classroom,Dim,Person,47,98.49
1045,2025-01-01 11:41:00,1993,Arabic,Hausa,9.44,155.0,Clear,Classroom,Natural,None,10,87.03
1046,2025-04-20 20:57:51,4697,Igbo,French,13.51,87.01,Moderate,Street,Natural,Sign,8,82.25
1047,2025-05-24 14:14:36,5971,Yoruba,Hausa,1.55,170.72,Noisy,Outdoor,Artificial,Person,8,76.77
1048,2025-04-12 15:05:14,2544,French,Igbo,4.2,167.93,Clear,Classroom,Bright,None,35,63.83
1049,2025-05-08 17:53:37,7688,Igbo,Hausa,7.04,176.87,Noisy,Outdoor,Dim,Obstacle,35,98.32
1050,2025-03-08 22:39:34,6521,Hausa,Igbo,5.19,168.62,Moderate,Market,Bright,Obstacle,48,96.66
1051,2025-04-16 07:16:04,1245,Yoruba,Arabic,13.07,142.98,Moderate,Office,Bright,Sign,39,63.65
1052,2025-04-03 20:47:47,4746,Hausa,Igbo,6.98,84.31,Noisy,Classroom,Bright,Person,33,75.93
1053,2025-05-27 07:03:17,2839,Yoruba,Arabic,9.43,169.36,Moderate,Street,Artificial,Text,27,93.32
1054,2025-02-05 04:30:55,4545,English,French,11.27,164.47,Clear,Outdoor,Bright,Person,48,75.16
1055,2025-01-01 01:42:12,2123,Hausa,English,18.39,105.12,Noisy,Classroom,Bright,Sign,22,69.98
1056,2025-01-13 17:40:40,2062,French,Igbo,11.4,107.44,Clear,Outdoor,Natural,Sign,14,82.92
1057,2025-04-18 00:59:02,2701,Igbo,English,7.18,83.93,Moderate,Market,Natural,Text,7,93.14
1058,2025-02-15 01:06:44,4336,Hausa,Yoruba,14.54,149.67,Clear,Market,Bright,None,8,69.36
1059,2025-06-21 19:19:34,6568,French,Igbo,5.01,165.72,Moderate,Indoor,Dim,None,10,77.62
1060,2025-04-21 13:13:52,5603,Hausa,Yoruba,3.52,118.23,Clear,Office,Natural,Sign,15,78.18
1061,2025-06-24 18:03:10,9146,Arabic,Igbo,15.82,179.76,Noisy,Market,Bright,Sign,16,86.38
1062,2025-04-28 06:00:06,9014,English,French,14.07,92.04,Moderate,Classroom,Artificial,Text,45,67.92
1063,2025-03-17 02:43:39,2821,Yoruba,French,2.25,168.71,Clear,Street,Natural,None,9,72.29
1064,2025-02-12 15:47:03,3314,Arabic,Hausa,11.38,121.72,Clear,Street,Artificial,Person,32,65.22
1065,2025-04-09 00:49:51,8905,Yoruba,Igbo,11.74,124.23,Noisy,Market,Dim,Text,14,95.92
1066,2025-03-18 15:21:10,5772,Hausa,Yoruba,2.6,119.31,Clear,Office,Artificial,Sign,45,62.1
1067,2025-01-09 09:21:53,6284,Hausa,Yoruba,4.03,113.56,Noisy,Outdoor,Bright,Text,14,69.35
1068,2025-01-22 11:40:58,9385,English,Yoruba,1.45,163.49,Moderate,Indoor,Dim,Sign,49,72.18
1069,2025-06-24 15:53:27,1316,Igbo,Hausa,6.03,107.99,Moderate,Outdoor,Natural,Obstacle,6,97.06
1070,2025-06-01 15:12:44,8775,Igbo,Arabic,8.97,85.06,Noisy,Indoor,Artificial,Obstacle,15,76.8
1071,2025-01-26 00:16:05,5824,English,Yoruba,1.18,165.8,Noisy,Street,Dim,Text,30,97.87
1072,2025-04-11 04:03:52,5286,Hausa,Igbo,15.85,111.37,Moderate,Indoor,Natural,Sign,46,83.53
1073,2025-04-14 18:36:01,3026,Hausa,Yoruba,8.56,177.38,Noisy,Classroom,Artificial,Person,6,62.48
1074,2025-05-06 22:04:31,5986,French,Igbo,11.17,136.61,Clear,Classroom,Dim,None,12,96.17
1075,2025-03-13 18:31:12,2759,Igbo,Yoruba,8.12,134.99,Moderate,Indoor,Dim,Text,44,63.73
1076,2025-01-21 04:25:54,1880,English,Igbo,8.8,96.33,Clear,Outdoor,Natural,Text,21,69.04
1077,2025-06-20 20:01:50,1057,English,Arabic,16.53,173.04,Clear,Street,Artificial,Sign,20,67.73
1078,2025-03-10 12:10:45,5502,French,Hausa,1.96,142.65,Clear,Street,Bright,Person,41,63.34
1079,2025-06-26 17:09:36,7672,Igbo,English,5.01,155.25,Clear,Market,Dim,Text,49,94.83
1080,2025-05-15 14:33:44,1998,Arabic,Igbo,15.42,152.75,Noisy,Outdoor,Bright,Sign,19,75.78
1081,2025-02-21 14:20:49,5102,Igbo,Hausa,11.07,96.14,Noisy,Office,Artificial,Person,46,68.34
1082,2025-04-22 16:34:08,5385,Hausa,French,6.63,171.08,Noisy,Office,Bright,Obstacle,33,65.97
1083,2025-05-05 04:21:47,1313,English,Hausa,6.1,116.11,Noisy,Street,Artificial,Obstacle,26,65.02
1084,2025-05-20 14:22:27,6014,Hausa,Yoruba,4.25,162.74,Clear,Market,Dim,Obstacle,34,75.68
1085,2025-05-26 00:10:31,1695,English,Yoruba,14.25,99.34,Noisy,Classroom,Dim,Obstacle,33,73.79
1086,2025-02-08 14:21:47,5172,English,Igbo,7.41,111.19,Noisy,Market,Artificial,Text,13,69.2
1087,2025-01-21 01:40:17,3775,Igbo,English,8.81,104.05,Moderate,Office,Bright,None,19,93.04
1088,2025-02-26 01:21:33,4875,Arabic,French,13.79,162.44,Moderate,Street,Bright,Person,22,61.81
1089,2025-06-29 14:33:40,9893,Yoruba,Igbo,13.47,133.52,Moderate,Outdoor,Bright,None,26,86.85
1090,2025-04-24 15:52:48,3159,Hausa,Arabic,6.14,88.12,Moderate,Office,Artificial,Obstacle,46,77.78
1091,2025-04-27 10:18:34,4758,English,French,10.59,91.73,Moderate,Market,Natural,Sign,46,91.75
1092,2025-06-02 19:39:41,5041,Hausa,Igbo,13.53,137.78,Clear,Classroom,Bright,Sign,35,71.58
1093,2025-06-22 00:11:08,9934,English,Yoruba,9.89,141.94,Moderate,Office,Dim,Sign,14,77.1
1094,2025-02-09 16:46:53,5615,Yoruba,Arabic,7.28,136.42,Clear,Market,Dim,None,20,85.79
1095,2025-05-06 18:27:06,5729,Yoruba,Igbo,1.45,122.96,Moderate,Market,Artificial,Text,28,92.93
1096,2025-02-03 06:08:36,9688,Hausa,Igbo,11.57,157.95,Noisy,Classroom,Dim,Sign,30,80.94
1097,2025-03-07 18:16:36,2730,Arabic,French,5.82,127.1,Noisy,Office,Natural,Text,15,99.68
1098,2025-02-28 00:49:46,9000,English,Igbo,6.59,101.03,Moderate,Outdoor,Dim,Obstacle,46,91.66
1099,2025-03-29 16:49:27,9922,Arabic,Yoruba,12.45,131.16,Noisy,Classroom,Artificial,Person,23,65.04
1100,2025-01-22 15:42:27,7117,Hausa,English,19.6,147.38,Noisy,Indoor,Natural,Text,49,65.4
1101,2025-05-13 15:15:50,3363,Hausa,Igbo,3.88,168.96,Clear,Classroom,Bright,None,6,90.63
1102,2025-01-10 05:52:45,6422,Arabic,French,1.1,80.13,Clear,Classroom,Dim,Sign,24,71.04
1103,2025-02-20 07:09:56,5836,Yoruba,Arabic,15.6,102.63,Moderate,Market,Natural,Obstacle,46,69.33
1104,2025-04-13 01:22:14,9861,French,Yoruba,12.88,154.71,Moderate,Indoor,Artificial,Obstacle,46,70.04
1105,2025-05-07 19:33:03,6896,Hausa,French,13.36,101.23,Clear,Street,Artificial,None,24,88.06
1106,2025-01-01 21:54:36,6679,French,Arabic,3.16,179.69,Moderate,Classroom,Dim,Obstacle,36,79.14
1107,2025-02-12 15:44:48,8009,Arabic,Hausa,18.65,113.2,Moderate,Street,Dim,Person,16,61.11
1108,2025-04-02 16:06:05,4303,Yoruba,Arabic,12.83,160.68,Noisy,Office,Artificial,Obstacle,24,79.31
1109,2025-06-13 19:26:53,3239,English,Yoruba,15.77,147.28,Moderate,Indoor,Bright,Person,40,66.99
1110,2025-04-20 05:04:36,5230,Hausa,Yoruba,6.62,146.38,Clear,Classroom,Artificial,None,18,75.92
1111,2025-06-11 02:59:12,3871,Arabic,English,16.31,139.2,Noisy,Market,Natural,Sign,24,82.56
1112,2025-04-23 10:12:31,9429,Igbo,Arabic,10.51,86.94,Noisy,Market,Bright,None,18,93.59
1113,2025-05-19 03:35:51,6367,Arabic,French,3.42,160.02,Clear,Market,Bright,Text,16,66.03
1114,2025-04-26 22:13:56,5221,English,Hausa,17.18,179.15,Moderate,Indoor,Bright,Obstacle,26,81.02
1115,2025-06-03 20:41:01,1210,Arabic,English,14.26,170.03,Clear,Office,Natural,Text,29,72.32
1116,2025-05-02 16:08:10,3358,Igbo,French,16.91,141.45,Clear,Market,Artificial,Text,42,71.83
1117,2025-04-13 03:20:21,6879,Arabic,Hausa,1.02,107.2,Clear,Street,Natural,None,9,86.47
1118,2025-05-10 11:51:50,7201,Hausa,Arabic,13.04,139.35,Noisy,Office,Dim,Obstacle,35,61.7
1119,2025-04-09 04:32:10,2127,English,Hausa,14.01,170.27,Moderate,Office,Artificial,None,27,82.26
1120,2025-04-04 14:30:34,5522,French,Yoruba,7.51,93.46,Noisy,Indoor,Dim,None,48,96.97
1121,2025-02-11 14:39:11,6035,Igbo,English,9.75,129.9,Clear,Outdoor,Dim,Sign,9,64.14
1122,2025-06-13 17:57:48,2018,Yoruba,French,8.64,152.89,Noisy,Street,Natural,None,18,64.73
1123,2025-03-16 17:55:59,1376,Hausa,Yoruba,1.0,151.21,Moderate,Office,Artificial,None,21,82.17
1124,2025-05-22 12:50:08,8111,Hausa,Yoruba,3.82,89.21,Noisy,Street,Dim,Text,36,94.05
1125,2025-01-02 14:41:44,3966,English,French,19.2,136.57,Noisy,Classroom,Artificial,Sign,13,82.12
1126,2025-03-20 03:09:58,3665,French,Igbo,16.43,118.4,Moderate,Outdoor,Bright,Text,6,84.29
1127,2025-05-21 10:18:42,1651,Hausa,Yoruba,8.39,104.03,Noisy,Indoor,Natural,Obstacle,5,72.6
1128,2025-06-18 00:02:51,9323,Arabic,Igbo,2.84,97.69,Noisy,Classroom,Dim,Sign,28,76.19
1129,2025-02-28 18:34:35,5220,French,Yoruba,2.67,86.58,Moderate,Classroom,Natural,Person,24,83.31
1130,2025-03-06 00:25:15,8340,Hausa,Yoruba,16.44,112.69,Clear,Market,Bright,Text,5,76.11
1131,2025-06-18 10:24:30,6221,Hausa,Igbo,13.78,148.22,Clear,Indoor,Bright,Sign,33,87.79
1132,2025-02-18 14:01:31,4441,Arabic,Hausa,7.93,153.85,Noisy,Classroom,Natural,None,9,83.14
1133,2025-02-19 04:03:32,4478,Yoruba,English,14.18,150.06,Noisy,Street,Natural,Person,13,92.16
1134,2025-06-07 04:18:17,1263,Arabic,French,9.09,179.47,Clear,Indoor,Natural,None,31,84.77
1135,2025-03-05 22:31:14,6334,Igbo,Arabic,4.55,82.57,Noisy,Market,Dim,Text,26,72.3
1136,2025-03-29 08:54:30,7409,Yoruba,Igbo,10.35,159.65,Clear,Classroom,Artificial,Person,47,67.85
1137,2025-05-02 12:56:30,2007,French,Arabic,3.39,176.35,Noisy,Outdoor,Dim,Text,30,71.92
1138,2025-06-27 01:11:36,8245,French,Igbo,6.28,157.15,Clear,Outdoor,Natural,Text,23,93.3
1139,2025-04-04 12:57:14,2492,Yoruba,Hausa,19.53,127.42,Moderate,Street,Dim,None,18,61.92
1140,2025-01-21 10:03:29,8587,Yoruba,Hausa,6.62,173.25,Noisy,Market,Bright,Person,38,79.93
1141,2025-05-23 05:33:48,2682,English,Igbo,14.1,105.23,Noisy,Market,Artificial,Sign,42,86.12
1142,2025-01-23 01:48:16,4201,Yoruba,French,3.92,177.7,Moderate,Classroom,Dim,Person,12,83.33
1143,2025-05-28 22:44:22,2497,French,Yoruba,14.87,116.48,Clear,Indoor,Natural,Sign,15,96.31
1144,2025-05-01 11:44:00,3365,Igbo,French,19.93,150.04,Moderate,Office,Dim,Sign,42,82.26
